proLC3B,ProLC3B_S1,ProLC3B_S2,ProLC3B_S3,,LC3B II,LC3BII_S1,LC3BII_S2,LC3BII_S3,,LC3BII_p62,LC3BII_p62_S1,LC3BII_p62_S2,LC3BII_p62_S3
641000,0.4037754,0.4317779,0.425963,,641000,0.3141417,0.2758561,0.407045,,641000,0.2396789,0.3754848,0.3195761
642000,0.4257403,0.437896,0.4438935,,642000,0.3220035,0.2636165,0.4021498,,642000,0.2363078,0.3780134,0.3081827
643000,0.3903002,0.4324586,0.4360464,,643000,0.30996,0.272602,0.4088653,,643000,0.2299158,0.3686683,0.314313
644000,0.3975422,0.4344316,0.4450728,,644000,0.322321,0.2763067,0.4208031,,644000,0.2223417,0.3778001,0.3163198
645000,0.4207484,0.4269814,0.4065507,,645000,0.3054958,0.2784642,0.3820185,,645000,0.2279248,0.3821739,0.3176579
646000,0.419782,0.4091489,0.3943667,,646000,0.3196721,0.2796966,0.3979114,,646000,0.1921047,0.3775128,0.3222668
647000,0.4413095,0.4227461,0.3811615,,647000,0.3009556,0.2767413,0.4082741,,647000,0.2308698,0.3867281,0.3037805
648000,0.4024011,0.4395142,0.3954235,,648000,0.3002807,0.2820017,0.3976453,,648000,0.2187815,0.3770423,0.2956092
649000,0.4174873,0.4314231,0.4161769,,649000,0.3034765,0.261197,0.3600274,,649000,0.2271196,0.3760569,0.3026384
650000,0.4003084,0.4353919,0.3988769,,650000,0.3077845,0.2558248,0.3878124,,650000,0.198201,0.3749969,0.2749321
651000,0.4046291,0.4296253,0.3978257,,651000,0.2978149,0.2641886,0.3765188,,651000,0.1942125,0.3632926,0.305917
652000,0.4193282,0.4304395,0.3871679,,652000,0.3042555,0.2683197,0.3875163,,652000,0.1800254,0.37733,0.289555
653000,0.4012102,0.4415929,0.415894,,653000,0.3162035,0.2735735,0.3770347,,653000,0.2091073,0.3739884,0.302195
654000,0.3792817,0.4275455,0.3946272,,654000,0.3032766,0.2595887,0.3856091,,654000,0.196645,0.386273,0.3181425
655000,0.407741,0.4286681,0.4357475,,655000,0.3081615,0.2768998,0.4030785,,655000,0.201908,0.3831569,0.3037107
656000,0.4282195,0.4087532,0.4243653,,656000,0.3042646,0.2697576,0.369978,,656000,0.2107855,0.3856801,0.3075869
657000,0.428383,0.4206035,0.4228679,,657000,0.3053141,0.2629428,0.3993979,,657000,0.2106376,0.362189,0.2954654
658000,0.425699,0.4363324,0.4039934,,658000,0.3183146,0.2719171,0.400394,,658000,0.2348851,0.3813147,0.2866328
659000,0.4162804,0.4230978,0.4134628,,659000,0.3109316,0.2815481,0.387187,,659000,0.2244642,0.3688724,0.2780674
660000,0.4012133,0.4305877,0.4216423,,660000,0.3091373,0.2679499,0.3970602,,660000,0.2200028,0.3646545,0.2872019
661000,0.4045363,0.4381172,0.4246995,,661000,0.312202,0.2932873,0.4129434,,661000,0.2117657,0.3770446,0.2822661
662000,0.4074854,0.429799,0.4264474,,662000,0.3137953,0.2855648,0.3850712,,662000,0.2075631,0.3780289,0.2850668
663000,0.4148323,0.4396844,0.3550077,,663000,0.3056267,0.3041641,0.3867709,,663000,0.2263974,0.3855596,0.2946185
664000,0.3993713,0.4169752,0.3777096,,664000,0.3207082,0.3004587,0.376446,,664000,0.2022767,0.3608283,0.3037078
665000,0.4002551,0.4323452,0.3893931,,665000,0.2988221,0.2961858,0.3920308,,665000,0.2197171,0.3680417,0.2904771
666000,0.4100853,0.4338017,0.4045551,,666000,0.2990711,0.3076629,0.4013106,,666000,0.2089369,0.3682321,0.2797396
667000,0.3945365,0.4223708,0.4329343,,667000,0.30828,0.3044559,0.3833508,,667000,0.2031735,0.3622412,0.2893037
668000,0.397049,0.4341247,0.4106673,,668000,0.3015573,0.2890192,0.3920162,,668000,0.1993987,0.3605005,0.293603
669000,0.4065533,0.4415827,0.3592335,,669000,0.2912975,0.3012979,0.3471852,,669000,0.2050274,0.3655475,0.3011853
670000,0.4107702,0.4336652,0.3730163,,670000,0.3019163,0.2735403,0.3703082,,670000,0.2026892,0.3746173,0.3006087
671000,0.4065978,0.4254224,0.396703,,671000,0.3195688,0.2601295,0.3811788,,671000,0.2076001,0.3868743,0.3076942
672000,0.4122569,0.4351215,0.3685154,,672000,0.314858,0.2817757,0.4043097,,672000,0.2125837,0.3648849,0.3027274
673000,0.4142077,0.4366504,0.3388424,,673000,0.3082459,0.2744131,0.4136264,,673000,0.2231645,0.3687472,0.3200555
674000,0.4516277,0.4281104,0.3344265,,674000,0.3272267,0.2706779,0.4040562,,674000,0.2053009,0.366773,0.2708253
675000,0.4508634,0.4389908,0.3368392,,675000,0.3135504,0.2610132,0.4122248,,675000,0.2185605,0.3741592,0.2811004
676000,0.4428982,0.4296235,0.3763393,,676000,0.3090009,0.2820852,0.4208347,,676000,0.1950856,0.3717925,0.2567149
677000,0.4412632,0.4267238,0.3438592,,677000,0.3116936,0.2770891,0.4046296,,677000,0.2028954,0.3530288,0.2574249
678000,0.4732805,0.4322071,0.4005552,,678000,0.315889,0.286158,0.4125381,,678000,0.2116351,0.3461785,0.2674885
679000,0.4788708,0.4139349,0.3865165,,679000,0.3153616,0.2857282,0.4233303,,679000,0.2044686,0.3748134,0.2600223
680000,0.459271,0.4330449,0.3584674,,680000,0.3330704,0.3035949,0.3983644,,680000,0.192825,0.3715189,0.2555768
681000,0.4579243,0.430863,0.4313226,,681000,0.3293394,0.3064647,0.422688,,681000,0.1995613,0.3725322,0.2429448
682000,0.4564211,0.4160243,0.4152248,,682000,0.3356619,0.3138835,0.4331017,,682000,0.2123443,0.3680635,0.2597117
683000,0.4502684,0.429166,0.463282,,683000,0.3419489,0.3001645,0.3916819,,683000,0.2191137,0.3725948,0.2731361
684000,0.4769199,0.4338667,0.4603457,,684000,0.3229953,0.3141558,0.3704839,,684000,0.2071498,0.3770294,0.2792052
685000,0.4711851,0.4422362,0.4319008,,685000,0.3418752,0.3234969,0.3826814,,685000,0.2254371,0.3525247,0.2652198
686000,0.4663454,0.4419468,0.4603326,,686000,0.3322898,0.3254271,0.3794071,,686000,0.2223686,0.3821071,0.2584749
687000,0.4854562,0.4342682,0.4156052,,687000,0.3298204,0.3193076,0.3956811,,687000,0.2128496,0.3765824,0.276787
688000,0.4710051,0.4376651,0.4474962,,688000,0.3147347,0.3104331,0.4199488,,688000,0.2102292,0.38081,0.2622145
689000,0.4445988,0.4300255,0.418006,,689000,0.3226509,0.3059332,0.4140593,,689000,0.20987,0.3642627,0.2522064
690000,0.4392558,0.4434066,0.4414364,,690000,0.3091943,0.3058353,0.3971069,,690000,0.2116899,0.3818632,0.245344
691000,0.4522527,0.4204605,0.4723964,,691000,0.3085282,0.3128305,0.3938476,,691000,0.2145942,0.3749723,0.2574207
692000,0.4619716,0.4341693,0.441093,,692000,0.3031104,0.2898182,0.4007003,,692000,0.2040411,0.3754869,0.2634317
693000,0.4400863,0.4468689,0.4407898,,693000,0.2983807,0.3131305,0.398812,,693000,0.2022802,0.3626503,0.2490268
694000,0.4398862,0.4411693,0.4779143,,694000,0.31022,0.2769257,0.4178082,,694000,0.2037347,0.3745463,0.253009
695000,0.4333661,0.4389615,0.4869749,,695000,0.293318,0.3001518,0.4087436,,695000,0.1964429,0.3681438,0.2692184
696000,0.4531378,0.4133278,0.4896402,,696000,0.3034535,0.3025612,0.3793862,,696000,0.1987714,0.356206,0.2582747
697000,0.4383312,0.4303263,0.4722117,,697000,0.302677,0.3029702,0.4035611,,697000,0.2059141,0.3629442,0.2549069
698000,0.4576638,0.4351543,0.4619493,,698000,0.3021939,0.2922618,0.4148831,,698000,0.1983686,0.3733314,0.2473275
699000,0.4380578,0.4431985,0.4897532,,699000,0.3083184,0.3012409,0.4041628,,699000,0.2066221,0.3694168,0.2443858
700000,0.4376628,0.4410093,0.4571707,,700000,0.304528,0.2923333,0.4205081,,700000,0.1917592,0.3637551,0.2380317
701000,0.4513924,0.4375796,0.4716409,,701000,0.3131717,0.3042209,0.4122176,,701000,0.1973599,0.3746445,0.2428049
702000,0.4335802,0.443829,0.4256742,,702000,0.2985869,0.2930247,0.4254878,,702000,0.1889259,0.3673258,0.2270606
703000,0.4352003,0.4465615,0.4659581,,703000,0.3173296,0.2978882,0.4246982,,703000,0.2113946,0.3668421,0.2227619
704000,0.4409906,0.4483712,0.4516307,,704000,0.3239473,0.3031834,0.4039004,,704000,0.2144837,0.3755758,0.2212468
705000,0.4374431,0.4527694,0.4427547,,705000,0.3080832,0.2886156,0.4023955,,705000,0.2201633,0.3743035,0.2244177
706000,0.4488561,0.4523035,0.4704912,,706000,0.3210258,0.3118748,0.4101218,,706000,0.2032273,0.3734472,0.2264953
707000,0.4363996,0.4568042,0.4473978,,707000,0.326401,0.2990498,0.4038017,,707000,0.1994683,0.3742987,0.2444422
708000,0.4411064,0.4570842,0.4484721,,708000,0.3037047,0.2972364,0.3932128,,708000,0.2012916,0.3559854,0.2189799
709000,0.437482,0.4380357,0.4937615,,709000,0.3067361,0.2866191,0.429129,,709000,0.1952537,0.3621652,0.245676
710000,0.4422858,0.4355585,0.4737824,,710000,0.3150501,0.2931634,0.3925821,,710000,0.2012789,0.357273,0.231058
711000,0.4336002,0.454288,0.4359975,,711000,0.3085767,0.2976224,0.407799,,711000,0.1977473,0.346807,0.2343978
712000,0.4759399,0.4334013,0.4708815,,712000,0.2981205,0.3030107,0.4059984,,712000,0.1926516,0.3467131,0.2311598
713000,0.4450512,0.4363934,0.4834588,,713000,0.3004609,0.2969756,0.3945622,,713000,0.2094629,0.351155,0.235595
714000,0.4482923,0.4264977,0.4688613,,714000,0.2949908,0.2803641,0.3786771,,714000,0.2064932,0.359471,0.2365711
715000,0.4449721,0.4221629,0.4647938,,715000,0.2969364,0.277133,0.3831139,,715000,0.2046759,0.3512819,0.247424
716000,0.4511448,0.4285386,0.486147,,716000,0.3099683,0.2954023,0.3845521,,716000,0.2036859,0.3677505,0.2426857
717000,0.4485303,0.4269931,0.4663129,,717000,0.3108833,0.3051936,0.3891616,,717000,0.2081672,0.3604466,0.237854
718000,0.4452303,0.4129888,0.4942256,,718000,0.331603,0.3001329,0.3671929,,718000,0.1952918,0.358236,0.2290847
719000,0.4452308,0.397131,0.4389661,,719000,0.3029189,0.2842199,0.3787848,,719000,0.186825,0.3582837,0.240131
720000,0.4521674,0.4271337,0.4216606,,720000,0.3167469,0.2989565,0.3712426,,720000,0.2008325,0.3639968,0.242556
721000,0.4488182,0.4315987,0.4045158,,721000,0.3102755,0.2920296,0.3808791,,721000,0.1909579,0.3697076,0.2301974
722000,0.4519073,0.4359483,0.4459128,,722000,0.3116137,0.2762836,0.3866812,,722000,0.1955668,0.3709276,0.2302785
723000,0.4388756,0.4337185,0.4240457,,723000,0.3101325,0.2957935,0.4018849,,723000,0.1919441,0.3592358,0.2228654
724000,0.4321481,0.4289453,0.4385494,,724000,0.2882519,0.2770434,0.3721558,,724000,0.1859537,0.3776231,0.2393438
725000,0.4364023,0.4340939,0.4059625,,725000,0.2987432,0.2853522,0.3957685,,725000,0.1907639,0.3707389,0.2411505
726000,0.4275,0.4362747,0.378879,,726000,0.3071516,0.2897404,0.3670813,,726000,0.1802339,0.3658228,0.2540763
727000,0.4316919,0.4327588,0.3415008,,727000,0.3004651,0.2852304,0.4104933,,727000,0.1907548,0.3622328,0.2414346
728000,0.4312948,0.4309967,0.3538795,,728000,0.3178996,0.2758941,0.3873095,,728000,0.1954212,0.3641436,0.2394373
729000,0.4235157,0.4368587,0.3640014,,729000,0.3126314,0.2776884,0.394968,,729000,0.1986942,0.3559751,0.2558773
730000,0.3995064,0.4329533,0.3304248,,730000,0.2965218,0.2910843,0.3786856,,730000,0.1881624,0.3696851,0.2612697
731000,0.405962,0.4141901,0.3406412,,731000,0.324398,0.2913381,0.4028724,,731000,0.1839365,0.3686706,0.2558168
732000,0.395931,0.4478914,0.3066466,,732000,0.3233611,0.2792072,0.3938548,,732000,0.1965449,0.3579678,0.2552101
733000,0.3829947,0.4333329,0.3142366,,733000,0.3266223,0.2849446,0.4316723,,733000,0.2057025,0.3535877,0.240757
734000,0.4074936,0.4552348,0.3380264,,734000,0.3140785,0.289084,0.4263677,,734000,0.2003364,0.3481218,0.2433383
735000,0.4000715,0.4467373,0.3918393,,735000,0.3151537,0.2914545,0.4124831,,735000,0.1894639,0.3518915,0.2480769
736000,0.4323096,0.4460231,0.3369605,,736000,0.3080953,0.2959023,0.4052906,,736000,0.1894624,0.3630216,0.2437344
737000,0.4249519,0.4388358,0.3603726,,737000,0.3139135,0.2840389,0.3891642,,737000,0.1850665,0.3498462,0.2789969
738000,0.4128592,0.443897,0.4345998,,738000,0.3248792,0.2855995,0.3908966,,738000,0.1940241,0.3609823,0.2575898
739000,0.4130628,0.4321273,0.4456498,,739000,0.3184137,0.2654318,0.387935,,739000,0.1948663,0.3594697,0.2605518
740000,0.4318689,0.4422372,0.4319755,,740000,0.3049032,0.2745719,0.4081931,,740000,0.2050856,0.3780884,0.2363387
741000,0.4037358,0.4312909,0.4072277,,741000,0.2995029,0.2791541,0.3745662,,741000,0.1788446,0.3764836,0.2202446
742000,0.4263694,0.3826297,0.4009438,,742000,0.3063495,0.2748657,0.3863345,,742000,0.190513,0.375478,0.2722044
743000,0.4162663,0.383474,0.3885326,,743000,0.2889393,0.2728804,0.3981239,,743000,0.1910413,0.3744655,0.2452476
744000,0.3962651,0.3991935,0.3973299,,744000,0.3117933,0.2705997,0.3844425,,744000,0.208077,0.3607968,0.2408944
745000,0.3803975,0.3999377,0.4171028,,745000,0.3028099,0.2738283,0.3723105,,745000,0.1813823,0.3698975,0.228484
746000,0.3917196,0.3871128,0.387725,,746000,0.3035165,0.3095482,0.3872918,,746000,0.1868618,0.3770336,0.2471189
747000,0.3837588,0.3741561,0.3998466,,747000,0.2917367,0.2747831,0.4059012,,747000,0.1922023,0.3654482,0.2640331
748000,0.4278126,0.4171908,0.3797256,,748000,0.2926847,0.2841701,0.3787093,,748000,0.193195,0.3581891,0.2686946
749000,0.4059012,0.417688,0.3724406,,749000,0.312535,0.2822815,0.366331,,749000,0.1933328,0.3580928,0.2717997
750000,0.4441443,0.4287587,0.3971332,,750000,0.3137363,0.2984435,0.3745322,,750000,0.1987079,0.3674744,0.2608429
751000,0.4095688,0.4395635,0.3835999,,751000,0.3104709,0.2684731,0.3941154,,751000,0.2102794,0.3675297,0.2527248
752000,0.4251898,0.4398399,0.3676964,,752000,0.3220673,0.2624981,0.371548,,752000,0.2140417,0.3603029,0.2788811
753000,0.4365369,0.4163597,0.3778081,,753000,0.3261635,0.2810946,0.3811308,,753000,0.1907683,0.355642,0.2829789
754000,0.41761,0.4156047,0.3736157,,754000,0.3156817,0.2766248,0.362306,,754000,0.21014,0.3708506,0.2639575
755000,0.4015764,0.4181599,0.3813276,,755000,0.3162202,0.2762256,0.3821842,,755000,0.2087478,0.3794735,0.2517005
756000,0.4099132,0.4324239,0.3400099,,756000,0.3221082,0.2857258,0.3738342,,756000,0.1953558,0.3759949,0.2457737
757000,0.4014124,0.4406468,0.3970177,,757000,0.3173324,0.2696592,0.3803229,,757000,0.2062932,0.3967875,0.2523417
758000,0.4105079,0.4209597,0.372584,,758000,0.3405534,0.2859852,0.3671084,,758000,0.2071572,0.3705624,0.2541521
759000,0.4226787,0.4166953,0.363655,,759000,0.3182115,0.291699,0.3701193,,759000,0.2023809,0.3857747,0.2354247
760000,0.429903,0.437694,0.3425449,,760000,0.3321837,0.3071908,0.3602647,,760000,0.2100849,0.3781479,0.2492311
761000,0.4408053,0.436203,0.3521727,,761000,0.322693,0.3133708,0.3736953,,761000,0.20654,0.3806924,0.2278154
762000,0.3972163,0.4236653,0.377541,,762000,0.345193,0.260785,0.3655917,,762000,0.2251998,0.3715591,0.2407587
763000,0.4097403,0.4202215,0.3769948,,763000,0.3448185,0.2965853,0.3580557,,763000,0.2393239,0.3666264,0.2302663
764000,0.3999426,0.4281295,0.3951022,,764000,0.3401106,0.3018378,0.3497355,,764000,0.2216039,0.3666985,0.2428366
765000,0.413446,0.4208316,0.3945363,,765000,0.3314455,0.3067157,0.3877547,,765000,0.2599805,0.3766152,0.2540033
766000,0.3926201,0.4190452,0.3383203,,766000,0.332803,0.3245736,0.3837566,,766000,0.2372426,0.4107694,0.2524223
767000,0.4082502,0.4229126,0.3192015,,767000,0.337415,0.299447,0.3766789,,767000,0.2381186,0.3903898,0.2525337
768000,0.3959266,0.4434252,0.3277091,,768000,0.3588472,0.2889816,0.3976115,,768000,0.2492347,0.3805421,0.2548202
769000,0.3839241,0.4313977,0.332017,,769000,0.3480239,0.2728254,0.3876557,,769000,0.2638691,0.396738,0.2353088
770000,0.3744858,0.4314757,0.3382424,,770000,0.3425757,0.2787706,0.3988872,,770000,0.2784353,0.3787096,0.2454061
771000,0.4143252,0.440484,0.3574955,,771000,0.349263,0.2840368,0.4073091,,771000,0.2598677,0.3903203,0.2377495
772000,0.4423553,0.4326695,0.3392938,,772000,0.3479371,0.3267254,0.3944466,,772000,0.2341056,0.3921521,0.2291491
773000,0.4034226,0.4296342,0.3126723,,773000,0.338697,0.2799527,0.3870948,,773000,0.2347733,0.3849106,0.24638
774000,0.4382473,0.4360561,0.3386792,,774000,0.3246433,0.2882309,0.4037055,,774000,0.2341547,0.3698426,0.2394893
775000,0.4139686,0.4298069,0.3665651,,775000,0.315077,0.2858178,0.3962168,,775000,0.2416996,0.3717148,0.2452747
776000,0.4357126,0.443046,0.4208399,,776000,0.342918,0.2822136,0.3834686,,776000,0.2566908,0.3798035,0.2832066
777000,0.4271946,0.4478406,0.4125016,,777000,0.3709399,0.2545574,0.4084527,,777000,0.2456847,0.3757543,0.2897346
778000,0.4454158,0.4290683,0.4203125,,778000,0.3459766,0.2673004,0.4032231,,778000,0.2379322,0.3738992,0.261737
779000,0.4324129,0.4255303,0.3670931,,779000,0.3338972,0.242098,0.405951,,779000,0.2347899,0.3755335,0.2568753
780000,0.4134251,0.4354793,0.3757772,,780000,0.3390854,0.2499199,0.4131978,,780000,0.2445347,0.3680789,0.265472
781000,0.4354391,0.4316053,0.3809609,,781000,0.3285463,0.2493489,0.4038644,,781000,0.2376158,0.3659527,0.2840987
782000,0.423547,0.4250869,0.3916138,,782000,0.354172,0.23645,0.3891762,,782000,0.2283932,0.3491119,0.285179
783000,0.4244158,0.4213139,0.3894886,,783000,0.3357185,0.2351231,0.3907868,,783000,0.2363022,0.3502861,0.2650395
784000,0.4357872,0.4280034,0.3843905,,784000,0.3417937,0.2310265,0.383517,,784000,0.2192816,0.3454815,0.2477501
785000,0.4155476,0.4298404,0.3884117,,785000,0.3434421,0.2585658,0.3899597,,785000,0.2447482,0.3730817,0.2516873
786000,0.415091,0.436806,0.3553352,,786000,0.3243997,0.23905,0.3870585,,786000,0.2394666,0.3692895,0.2522042
787000,0.43032,0.4328885,0.4044272,,787000,0.3416407,0.2335234,0.3876495,,787000,0.244679,0.3686396,0.2434559
788000,0.4371792,0.4334927,0.3871192,,788000,0.3424977,0.2252042,0.3820494,,788000,0.2219185,0.3553184,0.2457765
789000,0.4358179,0.4332413,0.3680291,,789000,0.3335349,0.2176954,0.3520058,,789000,0.2266259,0.3618132,0.2434332
790000,0.4344458,0.4324033,0.4041745,,790000,0.3208793,0.2066253,0.3566449,,790000,0.2304509,0.3667714,0.2556742
791000,0.4410909,0.4417259,0.3411208,,791000,0.3141485,0.2208922,0.3698053,,791000,0.2350504,0.3392515,0.2665954
792000,0.420277,0.4257957,0.3709091,,792000,0.3074059,0.2230985,0.364633,,792000,0.2498389,0.3688063,0.2629343
793000,0.4434188,0.4279482,0.4038806,,793000,0.3275945,0.2136212,0.3628674,,793000,0.2458321,0.3666578,0.264376
794000,0.415351,0.4381206,0.3944011,,794000,0.3461956,0.2038466,0.3536592,,794000,0.2512192,0.3586386,0.2432419
795000,0.4170538,0.4285232,0.4400943,,795000,0.3266128,0.2034306,0.3442254,,795000,0.2347975,0.3531485,0.2529992
796000,0.4221362,0.4320688,0.4619142,,796000,0.3390197,0.2058986,0.3448508,,796000,0.2536089,0.3582043,0.2401496
797000,0.4421,0.4241349,0.373352,,797000,0.346463,0.2099129,0.3492664,,797000,0.2538971,0.3524399,0.2537093
798000,0.4005351,0.4292008,0.3878227,,798000,0.3438006,0.2143437,0.3486487,,798000,0.2568726,0.3457212,0.2641162
799000,0.4044436,0.4322272,0.3810774,,799000,0.3428727,0.2214509,0.3737368,,799000,0.2536117,0.3485935,0.2763901
800000,0.380164,0.4327469,0.4058721,,800000,0.3469883,0.2296271,0.3335893,,800000,0.2570496,0.3668426,0.2565931
801000,0.4083409,0.44192,0.4285803,,801000,0.3477103,0.2302433,0.3354842,,801000,0.2579631,0.3525776,0.2785248
802000,0.4288937,0.4364449,0.3793477,,802000,0.3512438,0.2239747,0.339381,,802000,0.2844042,0.3826286,0.259181
803000,0.4287305,0.4352979,0.3728885,,803000,0.3485408,0.2387569,0.3634101,,803000,0.2718559,0.3644222,0.2617602
804000,0.4308108,0.4295754,0.3632792,,804000,0.342873,0.2567938,0.3590798,,804000,0.2782066,0.3639657,0.2435101
805000,0.4047202,0.450955,0.3773686,,805000,0.3479644,0.2343923,0.3451925,,805000,0.2553406,0.3581551,0.2349977
806000,0.419032,0.4213759,0.374786,,806000,0.3613385,0.2368206,0.3562471,,806000,0.2783568,0.3633988,0.2458218
807000,0.4066441,0.4271409,0.3900809,,807000,0.3422197,0.2600188,0.3269475,,807000,0.2768458,0.3508552,0.2517142
808000,0.4219216,0.441774,0.3642361,,808000,0.3659445,0.2540138,0.3352923,,808000,0.2632301,0.3606758,0.2616746
809000,0.4206188,0.4394285,0.3637195,,809000,0.356409,0.2409195,0.339866,,809000,0.2681205,0.3729081,0.2653587
810000,0.4258434,0.4506933,0.3767486,,810000,0.3556678,0.2620516,0.3616573,,810000,0.2725608,0.3740584,0.250297
811000,0.4309132,0.4277318,0.3841858,,811000,0.3500579,0.2511337,0.3401381,,811000,0.2450936,0.3644446,0.2377598
812000,0.4110589,0.4304788,0.4141568,,812000,0.3387961,0.2538068,0.3480837,,812000,0.2678719,0.3569922,0.230237
813000,0.4189822,0.437633,0.4004607,,813000,0.3370762,0.2622408,0.3455914,,813000,0.2705175,0.3486084,0.2310617
814000,0.4043849,0.42196,0.4308587,,814000,0.3464824,0.2536979,0.3568407,,814000,0.2852922,0.3680933,0.2306272
815000,0.4116642,0.4147567,0.3950297,,815000,0.358295,0.2328506,0.3399449,,815000,0.284422,0.3652435,0.2270342
816000,0.4313761,0.4205622,0.4334316,,816000,0.3585311,0.2219699,0.324603,,816000,0.2926602,0.3680156,0.239018
817000,0.4217529,0.4210578,0.416242,,817000,0.3488684,0.2400032,0.322587,,817000,0.277889,0.3512259,0.2395646
818000,0.4013002,0.4281363,0.3810675,,818000,0.3491097,0.2300033,0.3272473,,818000,0.293506,0.3598556,0.2475399
819000,0.4352873,0.4220852,0.4124288,,819000,0.3408009,0.2267916,0.3374327,,819000,0.2625877,0.3451082,0.2570258
820000,0.4100135,0.4319389,0.4101606,,820000,0.3411285,0.2403768,0.3396174,,820000,0.2636674,0.3514148,0.2632989
821000,0.372797,0.4302886,0.3644232,,821000,0.3493574,0.2351836,0.3498188,,821000,0.2630514,0.3564086,0.234488
822000,0.4074036,0.4343242,0.3931392,,822000,0.3594078,0.2487111,0.3325844,,822000,0.267219,0.3428732,0.2558012
823000,0.3629388,0.4382384,0.380884,,823000,0.3436374,0.2771071,0.3356186,,823000,0.2491664,0.3616116,0.2767401
824000,0.427126,0.4395426,0.4016005,,824000,0.3346745,0.2734352,0.3459684,,824000,0.257597,0.3512004,0.2794672
825000,0.430859,0.4443616,0.3957656,,825000,0.3261,0.3010915,0.3440565,,825000,0.2659808,0.3582835,0.2776292
826000,0.4173111,0.4344707,0.4046708,,826000,0.3468272,0.2966769,0.3847902,,826000,0.2840172,0.3503406,0.2668983
827000,0.4190235,0.4097782,0.4021413,,827000,0.3434623,0.3056222,0.3857601,,827000,0.2600437,0.3457056,0.2433941
828000,0.4056319,0.4180229,0.4362865,,828000,0.366437,0.2934489,0.3752205,,828000,0.2621267,0.3484524,0.2613126
829000,0.4042039,0.4496349,0.4325444,,829000,0.3463689,0.3106568,0.3767107,,829000,0.2551386,0.3671861,0.2678353
830000,0.3981534,0.4424916,0.4237927,,830000,0.3450135,0.3087973,0.3429677,,830000,0.2623369,0.373375,0.256929
831000,0.4026299,0.439814,0.4194374,,831000,0.3465013,0.2888809,0.3596631,,831000,0.2535638,0.3821555,0.2795372
832000,0.3967866,0.433722,0.4229796,,832000,0.3433307,0.2765974,0.3639881,,832000,0.2550645,0.3798287,0.2743128
833000,0.4106903,0.4402097,0.4249808,,833000,0.3510465,0.2882203,0.3678429,,833000,0.2752414,0.3809175,0.2838476
834000,0.3883885,0.443352,0.4068193,,834000,0.3586346,0.2854023,0.3547371,,834000,0.2895415,0.3749249,0.2831758
835000,0.3790924,0.451516,0.4062144,,835000,0.3308298,0.2681851,0.3531606,,835000,0.2683713,0.3803643,0.27906
836000,0.402428,0.4323732,0.4308509,,836000,0.3364077,0.2920056,0.3511766,,836000,0.2707603,0.3750186,0.2658123
837000,0.3845654,0.4263984,0.4204297,,837000,0.3428828,0.280354,0.3473085,,837000,0.2497524,0.3763327,0.2719626
838000,0.3867245,0.4277053,0.4349686,,838000,0.3390026,0.2776987,0.3475229,,838000,0.260699,0.3706368,0.2831091
839000,0.4100846,0.4347135,0.417573,,839000,0.3269378,0.2692313,0.3538259,,839000,0.2415342,0.377988,0.2855987
840000,0.4029338,0.4200132,0.3991436,,840000,0.342046,0.2761058,0.3494988,,840000,0.2474536,0.3816339,0.2824943
841000,0.4165189,0.3902321,0.4159215,,841000,0.3591015,0.2779977,0.3455956,,841000,0.2470153,0.3718122,0.293593
842000,0.3915676,0.3809226,0.3861715,,842000,0.33859,0.276752,0.3662066,,842000,0.2231578,0.3778103,0.2947057
843000,0.3975939,0.4073288,0.397717,,843000,0.3439145,0.2700657,0.3734151,,843000,0.2275249,0.3668901,0.2852884
844000,0.4429165,0.4189711,0.3851472,,844000,0.3307223,0.2774926,0.387235,,844000,0.2393353,0.3702595,0.297343
845000,0.3847898,0.3961129,0.426684,,845000,0.3226896,0.2732902,0.3637474,,845000,0.2153327,0.3626732,0.2942705
846000,0.3792648,0.4173625,0.3953657,,846000,0.3173386,0.287496,0.36854,,846000,0.2264884,0.3755629,0.2917049
847000,0.3921778,0.3860394,0.3875792,,847000,0.3114316,0.2880203,0.3668939,,847000,0.2346938,0.3719385,0.3022252
848000,0.3869548,0.3882715,0.4280024,,848000,0.3181776,0.2913682,0.3684341,,848000,0.2119889,0.3797941,0.2910531
849000,0.3653362,0.4145228,0.4292151,,849000,0.3281855,0.286081,0.3698011,,849000,0.2235638,0.380005,0.2898468
850000,0.4157958,0.4372919,0.4007333,,850000,0.3549695,0.2747073,0.3500693,,850000,0.2153621,0.3734218,0.2986747
851000,0.3732329,0.4154126,0.3935606,,851000,0.3631487,0.304329,0.3438761,,851000,0.1953899,0.3693325,0.2951527
852000,0.3917675,0.4334835,0.4308513,,852000,0.3740253,0.2807952,0.3573969,,852000,0.22363,0.379829,0.287764
853000,0.388686,0.425939,0.4216931,,853000,0.3718981,0.2762886,0.3618757,,853000,0.2152535,0.3743221,0.2942489
854000,0.3853865,0.4513995,0.4519555,,854000,0.3754391,0.2925246,0.359567,,854000,0.2162426,0.3586183,0.2979354
855000,0.4013948,0.4324892,0.4227241,,855000,0.3644825,0.269269,0.3581348,,855000,0.2033762,0.3734599,0.2879406
856000,0.3732563,0.4442337,0.4455059,,856000,0.3756282,0.3095319,0.3697455,,856000,0.2351554,0.3668937,0.2871036
