proLC3B,ProLC3B_S1,ProLC3B_S2,ProLC3B_S3,,LC3B II,LC3BII_S1,LC3BII_S2,LC3BII_S3,,LC3BII_p62,LC3BII_p62_S1,LC3BII_p62_S2,LC3BII_p62_S3
425000,0.4047638,0.4268446,0.4039296,,425000,0.3088956,0.2564571,0.2844027,,425000,0.1784429,0.4003562,0.2116492
426000,0.4174916,0.4180927,0.4045166,,426000,0.3329368,0.2716959,0.2803516,,426000,0.18653,0.3809659,0.2053058
427000,0.3960365,0.4265326,0.4092486,,427000,0.3410896,0.265518,0.3086099,,427000,0.1907928,0.3878863,0.2059707
428000,0.4019478,0.4247196,0.4155707,,428000,0.3334892,0.2599719,0.2938745,,428000,0.2071777,0.3838967,0.1959273
429000,0.4041594,0.4186213,0.4091635,,429000,0.3240005,0.2650147,0.2871797,,429000,0.2128198,0.3707304,0.2065281
430000,0.4365337,0.4297543,0.4023329,,430000,0.3328993,0.2819709,0.2990277,,430000,0.1902159,0.3721172,0.2131286
431000,0.4292622,0.4160297,0.4127111,,431000,0.3262898,0.2641546,0.2766926,,431000,0.2055154,0.3751182,0.2122774
432000,0.4314635,0.4090456,0.4152964,,432000,0.3604274,0.2675537,0.3150644,,432000,0.2003438,0.3634614,0.2075288
433000,0.4194252,0.4235596,0.3999352,,433000,0.3293552,0.257246,0.2979984,,433000,0.2001905,0.3827478,0.2212379
434000,0.408566,0.408974,0.4188331,,434000,0.3427583,0.2545041,0.2867685,,434000,0.186692,0.3705776,0.2139688
435000,0.4175714,0.4186274,0.4237594,,435000,0.3352112,0.2775503,0.321599,,435000,0.1955737,0.3815058,0.2124911
436000,0.3974888,0.4220821,0.4128954,,436000,0.3209752,0.2662868,0.3045908,,436000,0.1909735,0.3886455,0.1938648
437000,0.3980865,0.427392,0.4133082,,437000,0.3271537,0.2580113,0.3291497,,437000,0.195863,0.3631122,0.2010669
438000,0.4209395,0.4214804,0.4072031,,438000,0.3259459,0.2659035,0.2848934,,438000,0.2010162,0.3797011,0.1989926
439000,0.4194571,0.4298554,0.4393835,,439000,0.3320085,0.2733386,0.2928118,,439000,0.1922091,0.3649215,0.2008701
440000,0.433063,0.4089024,0.3960358,,440000,0.3273463,0.2589131,0.2612118,,440000,0.1954944,0.380669,0.2216119
441000,0.4064786,0.4183331,0.4289353,,441000,0.3169584,0.2628447,0.2999175,,441000,0.1920513,0.3691601,0.1992804
442000,0.4188913,0.4250655,0.4067876,,442000,0.3328687,0.2604329,0.3017176,,442000,0.1848915,0.3693545,0.1936318
443000,0.4198374,0.4229621,0.4224647,,443000,0.3330092,0.2679856,0.3005315,,443000,0.1696662,0.3806964,0.2049965
444000,0.4298974,0.4513257,0.4151457,,444000,0.3236942,0.2518351,0.3056405,,444000,0.1812381,0.3783922,0.2181773
445000,0.4061159,0.4330272,0.4296109,,445000,0.3255138,0.2747985,0.2929747,,445000,0.1817276,0.3709894,0.2084421
446000,0.4078275,0.4463297,0.4146505,,446000,0.3002625,0.2713679,0.2871944,,446000,0.1693438,0.355599,0.199129
447000,0.3766365,0.4231752,0.4063922,,447000,0.3210871,0.270882,0.2886461,,447000,0.1938026,0.3670855,0.2106024
448000,0.3844018,0.4266334,0.4243374,,448000,0.3130575,0.2622387,0.2911796,,448000,0.1768451,0.3678917,0.2085521
449000,0.3883776,0.4292597,0.4016296,,449000,0.3270883,0.2693139,0.2695369,,449000,0.2007106,0.3675401,0.219224
450000,0.3902565,0.4270627,0.4269107,,450000,0.3138517,0.2567049,0.2839539,,450000,0.1907554,0.3772038,0.2087457
451000,0.4061766,0.4423078,0.4168368,,451000,0.3189055,0.2446373,0.2922955,,451000,0.190804,0.3716781,0.204561
452000,0.4146818,0.4256807,0.4062637,,452000,0.3250208,0.2641491,0.2793332,,452000,0.188581,0.3786229,0.194363
453000,0.4166068,0.446703,0.3893771,,453000,0.3230857,0.2623707,0.2780817,,453000,0.1940521,0.3736915,0.1896724
454000,0.4298142,0.4505377,0.4032854,,454000,0.3297221,0.2481085,0.2780405,,454000,0.1839284,0.3724454,0.198027
455000,0.4128968,0.4283643,0.3842811,,455000,0.3189911,0.2583323,0.3041892,,455000,0.1868088,0.3768042,0.184192
456000,0.4028206,0.4377965,0.4089823,,456000,0.3316784,0.2614216,0.2914606,,456000,0.1856927,0.3682548,0.1646031
457000,0.424183,0.436049,0.3954905,,457000,0.3235577,0.2515992,0.2573671,,457000,0.1842842,0.3570588,0.1847814
458000,0.4160492,0.4205295,0.4105803,,458000,0.3135544,0.2511586,0.2579969,,458000,0.1964165,0.3794531,0.1770083
459000,0.3954931,0.4370608,0.4181868,,459000,0.3288492,0.2490914,0.269433,,459000,0.1841595,0.364171,0.1771415
460000,0.4253601,0.4222626,0.4194585,,460000,0.3304923,0.2565652,0.2868935,,460000,0.1825743,0.3536558,0.1703181
461000,0.4229021,0.4175431,0.4184923,,461000,0.3336673,0.264177,0.2782629,,461000,0.1820082,0.3648082,0.1716833
462000,0.4164795,0.4270402,0.4080951,,462000,0.3509756,0.2773847,0.2696856,,462000,0.1792108,0.3540505,0.1991453
463000,0.4160745,0.434455,0.4110961,,463000,0.3354785,0.269666,0.2776503,,463000,0.1890912,0.3246614,0.1857329
464000,0.4300688,0.4240804,0.3985679,,464000,0.3235058,0.2729291,0.271541,,464000,0.1797068,0.3486076,0.1780978
465000,0.4162266,0.4295377,0.3878912,,465000,0.3131018,0.2596316,0.2751738,,465000,0.18188,0.352968,0.1867536
466000,0.4155485,0.4272251,0.4180652,,466000,0.3262127,0.2852834,0.284574,,466000,0.1818162,0.3590048,0.1667557
467000,0.4202819,0.4408112,0.388036,,467000,0.3108125,0.2836961,0.2658303,,467000,0.1811354,0.3547489,0.1816884
468000,0.4168824,0.4280829,0.4199922,,468000,0.31302,0.2519406,0.266062,,468000,0.1876398,0.3320822,0.1758418
469000,0.4016793,0.4317762,0.4212957,,469000,0.3077685,0.260675,0.2870516,,469000,0.1771722,0.3527005,0.1941924
470000,0.4044096,0.4433071,0.3986654,,470000,0.3073221,0.2589163,0.2419581,,470000,0.1905768,0.3638267,0.1889333
471000,0.415139,0.4253395,0.4016061,,471000,0.2967942,0.276301,0.2573893,,471000,0.1807276,0.3910681,0.1742852
472000,0.3992081,0.446395,0.414433,,472000,0.2988548,0.2552949,0.2564465,,472000,0.1707098,0.3577262,0.185803
473000,0.4076249,0.4270138,0.4088022,,473000,0.304183,0.2565372,0.2594192,,473000,0.1709302,0.3567499,0.1805265
474000,0.4254101,0.453786,0.4227047,,474000,0.3177368,0.2739937,0.2663378,,474000,0.1742008,0.3437861,0.1894302
475000,0.4256691,0.442142,0.4094351,,475000,0.2949083,0.2538385,0.2858603,,475000,0.1706513,0.3639472,0.1775154
476000,0.4411968,0.4311111,0.406128,,476000,0.29777,0.2568997,0.2864586,,476000,0.1838257,0.3470547,0.1879436
477000,0.4303745,0.4266343,0.4171723,,477000,0.3068225,0.2559651,0.2677244,,477000,0.1681813,0.3692997,0.1918017
478000,0.429882,0.4490554,0.4044365,,478000,0.3110042,0.2560024,0.2830892,,478000,0.1783054,0.360119,0.178894
479000,0.3911751,0.4363096,0.3854949,,479000,0.3034295,0.2466204,0.271506,,479000,0.1672003,0.3812944,0.1862088
480000,0.4232215,0.4139218,0.3965696,,480000,0.3080943,0.2671164,0.2743483,,480000,0.1947751,0.3537053,0.1943195
481000,0.4176922,0.3987771,0.4192116,,481000,0.3074889,0.2693094,0.2805123,,481000,0.1852348,0.3486516,0.1916203
482000,0.4273878,0.4192927,0.41364,,482000,0.301241,0.2237404,0.2763008,,482000,0.1701472,0.3384523,0.1841269
483000,0.4298649,0.4445945,0.4065883,,483000,0.3059295,0.2352935,0.2885275,,483000,0.1819927,0.3416697,0.1974646
484000,0.4169255,0.4141902,0.4040038,,484000,0.3189142,0.2539205,0.2884066,,484000,0.2014847,0.3608361,0.1820841
485000,0.4093855,0.4270492,0.416918,,485000,0.2919491,0.2590647,0.2963983,,485000,0.1982488,0.3318945,0.201712
486000,0.4191298,0.4107739,0.3999432,,486000,0.2935035,0.2589018,0.3228666,,486000,0.2149311,0.3494879,0.2045482
487000,0.4348027,0.4308802,0.3887625,,487000,0.2961375,0.2635028,0.3205881,,487000,0.1983272,0.3634395,0.2017097
488000,0.4217549,0.4318627,0.4063772,,488000,0.2995792,0.268965,0.3069798,,488000,0.2053558,0.3416867,0.196453
489000,0.4317068,0.42581,0.3931952,,489000,0.3113418,0.2485997,0.3339,,489000,0.2068329,0.3406833,0.1996774
490000,0.4138247,0.4273278,0.4083357,,490000,0.3096829,0.2590941,0.3402657,,490000,0.2008342,0.3498403,0.202595
491000,0.4046734,0.426076,0.4296384,,491000,0.2888345,0.2507624,0.3505915,,491000,0.1986768,0.332602,0.2023225
492000,0.4045381,0.4296532,0.3990507,,492000,0.2978324,0.2578705,0.3607799,,492000,0.18548,0.3581665,0.1978785
493000,0.4288619,0.4309267,0.4138394,,493000,0.3087552,0.2489561,0.3417655,,493000,0.1951535,0.3512853,0.2072616
494000,0.4101661,0.4291253,0.4224926,,494000,0.3113022,0.2619328,0.337479,,494000,0.1976609,0.3235871,0.2155894
495000,0.4170713,0.4308343,0.4244232,,495000,0.3183803,0.2447654,0.3292087,,495000,0.1946881,0.3412102,0.1927023
496000,0.4290876,0.4266294,0.3930641,,496000,0.3104058,0.2645108,0.3291809,,496000,0.1744642,0.3414026,0.1912886
497000,0.3848907,0.4282426,0.4265566,,497000,0.3189984,0.2612416,0.3540315,,497000,0.1850569,0.3349423,0.1844334
498000,0.3814334,0.4239534,0.3989435,,498000,0.3056004,0.2741934,0.3820325,,498000,0.1902555,0.3398401,0.1835645
499000,0.3898894,0.4425051,0.3910809,,499000,0.2992048,0.2694574,0.3943816,,499000,0.1796959,0.3443284,0.1955726
500000,0.3891694,0.4420276,0.4215363,,500000,0.3063422,0.2650881,0.3741432,,500000,0.1902523,0.3248178,0.2015647
501000,0.4077183,0.4292864,0.4189578,,501000,0.3142102,0.2575343,0.343675,,501000,0.1809796,0.3091505,0.1949121
502000,0.4059911,0.4395008,0.4104944,,502000,0.3012378,0.2445368,0.3766139,,502000,0.1881922,0.3132372,0.2015851
503000,0.3790685,0.4353278,0.4131282,,503000,0.3087173,0.2612989,0.3794059,,503000,0.1846903,0.3167,0.1968452
504000,0.4055377,0.427876,0.3959777,,504000,0.2971427,0.2783272,0.3395433,,504000,0.1873142,0.31712,0.1973705
505000,0.3831043,0.4345654,0.4255692,,505000,0.2915376,0.2740712,0.3242314,,505000,0.197644,0.3152957,0.1905836
506000,0.3989726,0.4183343,0.4148358,,506000,0.2745194,0.2674841,0.3621821,,506000,0.1877233,0.3177816,0.2045293
507000,0.3637394,0.4287325,0.4581385,,507000,0.2885267,0.2681006,0.3393357,,507000,0.1906962,0.3079996,0.2238674
508000,0.3903681,0.426648,0.4384775,,508000,0.2965531,0.2695172,0.3638662,,508000,0.1901851,0.3148673,0.1980247
509000,0.3948675,0.4200542,0.4334237,,509000,0.2984941,0.2796592,0.3477351,,509000,0.1833569,0.3138183,0.1929533
510000,0.4173351,0.43011,0.4361259,,510000,0.3077916,0.289386,0.3584848,,510000,0.190527,0.3189496,0.1952436
511000,0.4365112,0.4203186,0.4263467,,511000,0.3097859,0.2767794,0.3760725,,511000,0.1971956,0.3158632,0.1911011
512000,0.4066049,0.4312575,0.4079081,,512000,0.2883835,0.2647463,0.3425732,,512000,0.193426,0.3416294,0.1907619
513000,0.4055202,0.4211864,0.4141166,,513000,0.2771136,0.2576476,0.3504238,,513000,0.1848164,0.3541686,0.1914527
514000,0.4319548,0.4238711,0.3960891,,514000,0.2826115,0.2784623,0.3339177,,514000,0.2025572,0.3439659,0.216138
515000,0.4422429,0.4258472,0.4205846,,515000,0.276553,0.299738,0.3586381,,515000,0.1838481,0.3442049,0.1930245
516000,0.4567708,0.4222683,0.4057907,,516000,0.2665109,0.2833843,0.3447673,,516000,0.1827312,0.380714,0.1885034
517000,0.4447035,0.4169963,0.4039703,,517000,0.2736187,0.2939763,0.3296987,,517000,0.191447,0.3539966,0.1923485
518000,0.4437981,0.4284591,0.4269348,,518000,0.2811719,0.28771,0.3686708,,518000,0.2010725,0.3750906,0.189528
519000,0.4369696,0.4110495,0.4098092,,519000,0.2871086,0.2901076,0.3877406,,519000,0.1838517,0.3865193,0.2072293
520000,0.4339288,0.4223528,0.4304543,,520000,0.2852155,0.2626961,0.3785676,,520000,0.1833242,0.3597022,0.1978932
521000,0.4344101,0.4226548,0.4060169,,521000,0.2902919,0.2592484,0.3559894,,521000,0.1820912,0.3183074,0.1966563
522000,0.437983,0.4299036,0.40014,,522000,0.2922,0.2772364,0.3592674,,522000,0.1910532,0.3726178,0.1991972
523000,0.4294806,0.4211635,0.413813,,523000,0.2964457,0.2640993,0.3504249,,523000,0.192551,0.3509258,0.2090463
524000,0.4143774,0.4311297,0.397041,,524000,0.2775695,0.2663777,0.3655658,,524000,0.1791228,0.3774624,0.2039595
525000,0.4203918,0.4180454,0.4102485,,525000,0.2848317,0.264845,0.3607815,,525000,0.209287,0.3779336,0.1937447
526000,0.4283088,0.4188466,0.4074009,,526000,0.2847123,0.257154,0.3669906,,526000,0.1771891,0.3869632,0.1981526
527000,0.4364247,0.4162968,0.4081838,,527000,0.2853289,0.2597022,0.3361832,,527000,0.1929555,0.3632588,0.1826018
528000,0.4130928,0.4161334,0.3944708,,528000,0.2998197,0.2572908,0.3643814,,528000,0.1799866,0.3542881,0.1851165
529000,0.439737,0.4360188,0.4117712,,529000,0.304603,0.2626105,0.3486718,,529000,0.2070605,0.3732063,0.1903649
530000,0.4222551,0.436098,0.4148159,,530000,0.2966457,0.2481468,0.3847077,,530000,0.1949902,0.3572527,0.1854225
531000,0.4308478,0.4424458,0.4105716,,531000,0.301422,0.2600452,0.3603434,,531000,0.1867216,0.3831694,0.182642
532000,0.406281,0.4296421,0.4062624,,532000,0.3099666,0.2705694,0.3573053,,532000,0.1766608,0.3625565,0.1848762
533000,0.4244201,0.4361185,0.4157411,,533000,0.3050658,0.2524264,0.3675194,,533000,0.1916875,0.3534343,0.1995198
534000,0.4053539,0.4319153,0.4658867,,534000,0.3057247,0.2480305,0.3565338,,534000,0.1797894,0.369658,0.2073984
535000,0.4145164,0.4445417,0.4017753,,535000,0.3022071,0.2450725,0.379396,,535000,0.1744746,0.3932898,0.1977239
536000,0.4287616,0.4317047,0.4439682,,536000,0.3099041,0.2493429,0.3569696,,536000,0.1947602,0.3892897,0.1904337
537000,0.3965105,0.4494846,0.4136208,,537000,0.2854242,0.2601779,0.3651338,,537000,0.2015042,0.3788087,0.1922903
538000,0.3978389,0.4331008,0.4007565,,538000,0.3052502,0.2608873,0.351661,,538000,0.1980868,0.3820982,0.200768
539000,0.4041202,0.4355773,0.4193411,,539000,0.2941426,0.2682556,0.3586421,,539000,0.1828786,0.3666475,0.1934607
540000,0.410089,0.4444928,0.4277459,,540000,0.3084176,0.2469872,0.394138,,540000,0.1815214,0.3680135,0.1965992
541000,0.3973648,0.4293275,0.4080498,,541000,0.3018021,0.2496141,0.3753648,,541000,0.2038191,0.3688183,0.2065059
542000,0.4117442,0.4201925,0.3800187,,542000,0.3237748,0.2519386,0.3615794,,542000,0.1817073,0.3800382,0.2126314
543000,0.4064118,0.4128296,0.3545746,,543000,0.3176711,0.2447072,0.3467696,,543000,0.1827782,0.3687374,0.2326345
544000,0.401645,0.4229034,0.3715245,,544000,0.3049093,0.2475272,0.3972564,,544000,0.1958446,0.3778231,0.2049759
545000,0.3965934,0.4270098,0.3736134,,545000,0.3019014,0.2804775,0.3290219,,545000,0.2119388,0.3858188,0.2062755
546000,0.4003853,0.4252277,0.3921238,,546000,0.3025408,0.2458258,0.3871052,,546000,0.1950188,0.38001,0.2153486
547000,0.3769966,0.4130732,0.3728555,,547000,0.3118164,0.2434748,0.3987352,,547000,0.1999492,0.3958959,0.2136449
548000,0.4287472,0.4133409,0.3435912,,548000,0.3085082,0.2520563,0.374364,,548000,0.1936444,0.3896581,0.2243613
549000,0.4488642,0.4178272,0.3354585,,549000,0.2994357,0.2482969,0.3787172,,549000,0.2070956,0.3720342,0.1996009
550000,0.4220352,0.4162411,0.3378395,,550000,0.3035306,0.2415858,0.3609774,,550000,0.1982011,0.3730663,0.2098279
551000,0.4111893,0.4423413,0.3170121,,551000,0.3165905,0.2516138,0.341014,,551000,0.1834069,0.3953121,0.2073052
552000,0.3906191,0.4235941,0.3409171,,552000,0.305654,0.2479775,0.3496514,,552000,0.1781689,0.38576,0.2081439
553000,0.3906976,0.4367684,0.3319465,,553000,0.2843302,0.2395564,0.3869378,,553000,0.1828157,0.3841834,0.2173741
554000,0.4214964,0.4243873,0.3457962,,554000,0.2904252,0.2538064,0.3899396,,554000,0.1817474,0.3771876,0.2426915
555000,0.4532952,0.4209042,0.3417993,,555000,0.2822489,0.2557532,0.3897965,,555000,0.1848172,0.3779531,0.2255562
556000,0.4599755,0.4230443,0.3343384,,556000,0.2852588,0.2385553,0.3982334,,556000,0.1716693,0.3771507,0.2241104
557000,0.462906,0.4156381,0.3449967,,557000,0.281074,0.2481013,0.4051939,,557000,0.1719424,0.3823389,0.2291723
558000,0.3992872,0.4118587,0.3481901,,558000,0.3018336,0.2607046,0.4009753,,558000,0.1723842,0.3766099,0.2268567
559000,0.3950446,0.4113056,0.3247329,,559000,0.3051045,0.2564737,0.4003451,,559000,0.18109,0.362879,0.2452331
560000,0.3891742,0.4039444,0.345316,,560000,0.3024531,0.278385,0.3998438,,560000,0.1810348,0.3829116,0.2393809
561000,0.3987488,0.4382218,0.3517531,,561000,0.3066712,0.263971,0.4164667,,561000,0.17603,0.3663142,0.2501912
562000,0.377882,0.431192,0.3506171,,562000,0.319782,0.2593631,0.3799753,,562000,0.1918135,0.3702227,0.2359286
563000,0.4050657,0.416858,0.34671,,563000,0.3234153,0.265631,0.3785093,,563000,0.1770597,0.3677938,0.2162147
564000,0.3939482,0.4214523,0.3464995,,564000,0.3099221,0.2647831,0.3651474,,564000,0.1864742,0.3727181,0.2221388
565000,0.3855236,0.4414729,0.3434835,,565000,0.3209903,0.2547785,0.3876529,,565000,0.1835397,0.3698119,0.2168759
566000,0.3899837,0.4356014,0.3365221,,566000,0.3223743,0.257843,0.3664414,,566000,0.1959097,0.3830726,0.2190361
567000,0.4179206,0.43008,0.3315749,,567000,0.3161943,0.256066,0.3834139,,567000,0.1906688,0.3799962,0.2173522
568000,0.4111889,0.4405873,0.3653967,,568000,0.3091318,0.260884,0.3652462,,568000,0.1922249,0.3713908,0.2311641
569000,0.4279278,0.4441552,0.3913293,,569000,0.3034526,0.2642752,0.3746558,,569000,0.1727901,0.3722079,0.2250065
570000,0.403776,0.4457644,0.39926,,570000,0.3048517,0.2856602,0.3770376,,570000,0.1968435,0.3769558,0.2132054
571000,0.4135662,0.4222251,0.3494288,,571000,0.3055107,0.2818562,0.3506226,,571000,0.1893059,0.3749635,0.2028146
572000,0.4233513,0.4206198,0.369551,,572000,0.2950701,0.2589079,0.3845527,,572000,0.186806,0.364835,0.2101307
573000,0.4135203,0.4296224,0.3498902,,573000,0.2979706,0.2572281,0.3676204,,573000,0.1769684,0.3783279,0.2186655
574000,0.4193298,0.4265185,0.3442651,,574000,0.30749,0.248347,0.3524134,,574000,0.1982112,0.3532763,0.2097104
575000,0.4279955,0.4287812,0.34509,,575000,0.3177327,0.2389837,0.379446,,575000,0.1800125,0.3441239,0.2045312
576000,0.4339531,0.4282317,0.3398527,,576000,0.3226071,0.239733,0.4109981,,576000,0.174602,0.3616113,0.2136828
577000,0.4240429,0.4144761,0.3384158,,577000,0.3092433,0.2509902,0.3936539,,577000,0.182964,0.3768727,0.1907007
578000,0.4329476,0.4176168,0.3927734,,578000,0.3122686,0.2566974,0.4059789,,578000,0.1749789,0.3558035,0.2022148
579000,0.4211951,0.431758,0.4085269,,579000,0.3209197,0.2561562,0.4040896,,579000,0.1903687,0.3770262,0.2294128
580000,0.4166067,0.4230267,0.3987051,,580000,0.3136738,0.2567517,0.4093793,,580000,0.189298,0.3675896,0.227534
581000,0.4190314,0.4192589,0.3523319,,581000,0.3017869,0.2688764,0.4044138,,581000,0.1811699,0.3789886,0.2307077
582000,0.4229681,0.4241159,0.4077932,,582000,0.2920493,0.2753944,0.3765198,,582000,0.196164,0.3729689,0.2334085
583000,0.4257049,0.4181042,0.3874938,,583000,0.2856666,0.2841163,0.38972,,583000,0.1900537,0.3803704,0.2362544
584000,0.4220098,0.4291738,0.3773877,,584000,0.2801403,0.2676011,0.3901143,,584000,0.1843444,0.365839,0.2395965
585000,0.4208324,0.4288478,0.3693309,,585000,0.302893,0.2742895,0.3826343,,585000,0.1779731,0.3546859,0.2309648
586000,0.421196,0.4388721,0.3819299,,586000,0.3062724,0.2666358,0.3590297,,586000,0.1833598,0.3581047,0.2681397
587000,0.4274792,0.4282958,0.3508712,,587000,0.2996072,0.2966014,0.377903,,587000,0.1937737,0.3710845,0.2646882
588000,0.4047882,0.4396295,0.3479484,,588000,0.3055572,0.2793521,0.3574841,,588000,0.183509,0.3638303,0.2849153
589000,0.4245769,0.4226079,0.3728389,,589000,0.3016026,0.2686388,0.355589,,589000,0.180096,0.3731231,0.2838629
590000,0.4085287,0.4232456,0.3297887,,590000,0.3008269,0.2792499,0.3646708,,590000,0.1891451,0.3821361,0.2990968
591000,0.4137885,0.4175892,0.3807139,,591000,0.3157245,0.2819598,0.3767474,,591000,0.1916244,0.3866206,0.2940682
592000,0.4000125,0.4138111,0.3768764,,592000,0.3218668,0.2724664,0.3743065,,592000,0.1943397,0.3803738,0.272629
593000,0.380766,0.4429344,0.3343769,,593000,0.310823,0.2652228,0.3602088,,593000,0.1824462,0.3662559,0.2913626
594000,0.3858862,0.4319313,0.3450966,,594000,0.2912774,0.2783415,0.3727973,,594000,0.1719566,0.3721607,0.2664356
595000,0.3817024,0.4139304,0.3782567,,595000,0.3158818,0.270954,0.3699234,,595000,0.1685201,0.3732629,0.2731066
596000,0.4008305,0.4370452,0.3493351,,596000,0.3117161,0.2882577,0.3976641,,596000,0.178547,0.3811413,0.2685696
597000,0.4036473,0.4328133,0.3760648,,597000,0.302638,0.2920797,0.343639,,597000,0.2068191,0.376938,0.2738299
598000,0.4744514,0.4273876,0.3553001,,598000,0.3210874,0.2725075,0.3705572,,598000,0.2029331,0.367716,0.2915072
599000,0.4416926,0.4179758,0.4058523,,599000,0.3016398,0.2883294,0.3962359,,599000,0.2182851,0.3762182,0.2945751
600000,0.4377307,0.4285059,0.3753106,,600000,0.3146476,0.3067301,0.3583376,,600000,0.1928795,0.3841703,0.286783
601000,0.4243716,0.4452288,0.388996,,601000,0.3168867,0.3003045,0.3777424,,601000,0.185905,0.3748557,0.2786826
602000,0.4196942,0.4258705,0.3811613,,602000,0.2983975,0.2962587,0.3575443,,602000,0.1798054,0.3817772,0.2852573
603000,0.4212497,0.4376078,0.3531183,,603000,0.3199297,0.2836182,0.3728589,,603000,0.1685289,0.3892632,0.3066094
604000,0.405259,0.4378847,0.33506,,604000,0.3136087,0.29485,0.3644554,,604000,0.1838642,0.3886244,0.3235095
605000,0.4060715,0.44196,0.3577534,,605000,0.3238109,0.2864265,0.3626159,,605000,0.2132916,0.3881016,0.2961172
606000,0.3944491,0.4557038,0.3954178,,606000,0.3196522,0.2848466,0.3941492,,606000,0.1945082,0.3834436,0.2993831
607000,0.4057589,0.4418687,0.4036651,,607000,0.3077962,0.3022165,0.3634593,,607000,0.2053535,0.3988115,0.3071404
608000,0.3931677,0.4426313,0.4343189,,608000,0.3186499,0.2940613,0.3742265,,608000,0.2012471,0.3989606,0.3028468
609000,0.4103637,0.4454665,0.432366,,609000,0.3179599,0.3071701,0.3844254,,609000,0.2049139,0.3862553,0.3049224
610000,0.3892066,0.4334331,0.4291301,,610000,0.3061585,0.2573502,0.3806939,,610000,0.2252356,0.3914293,0.2655278
611000,0.3902237,0.4303847,0.4246536,,611000,0.3023778,0.2780242,0.385625,,611000,0.2538399,0.3805855,0.2627595
612000,0.4154766,0.4331771,0.3979544,,612000,0.3106427,0.2745994,0.3887927,,612000,0.2424134,0.3972279,0.2699261
613000,0.3953509,0.43214,0.3831564,,613000,0.3193532,0.2724262,0.386367,,613000,0.2266197,0.3768759,0.2869701
614000,0.3844259,0.4221982,0.4057007,,614000,0.31514,0.2772655,0.3960397,,614000,0.230982,0.3777131,0.2859089
615000,0.4255099,0.4387469,0.3920414,,615000,0.3234818,0.3114541,0.392841,,615000,0.2385303,0.3810304,0.2843283
616000,0.416179,0.4251285,0.4379359,,616000,0.3369064,0.2924115,0.3733408,,616000,0.200525,0.3779195,0.2969477
617000,0.4048505,0.4165449,0.414414,,617000,0.3321238,0.3174192,0.3846725,,617000,0.214394,0.3924423,0.2633559
618000,0.3983418,0.4203512,0.410223,,618000,0.340793,0.2959923,0.389527,,618000,0.2182996,0.3883451,0.2742779
619000,0.4184452,0.4331548,0.415695,,619000,0.3243266,0.3043965,0.3819504,,619000,0.2345235,0.3987266,0.2835181
620000,0.4272099,0.4513563,0.4052416,,620000,0.3411192,0.3136474,0.3784897,,620000,0.2322298,0.3854259,0.2841164
621000,0.389929,0.4370088,0.4128281,,621000,0.3153703,0.3130565,0.3809288,,621000,0.2234732,0.382374,0.2810529
622000,0.3739699,0.4367002,0.4518456,,622000,0.3255297,0.306482,0.3867355,,622000,0.2326637,0.3979405,0.2802886
623000,0.3897363,0.4429693,0.4443355,,623000,0.3417693,0.292418,0.3789107,,623000,0.209715,0.3925116,0.2833247
624000,0.3897477,0.4256566,0.3970585,,624000,0.343289,0.3068734,0.4081469,,624000,0.2246188,0.3844478,0.2754882
625000,0.3991603,0.4185223,0.4201923,,625000,0.3463827,0.3066918,0.3961538,,625000,0.2072496,0.3822673,0.3120374
626000,0.415761,0.4534277,0.493423,,626000,0.3215436,0.2734777,0.4043878,,626000,0.2340445,0.3768771,0.3198736
627000,0.4012457,0.4473932,0.4422691,,627000,0.3279615,0.2951723,0.4142166,,627000,0.2221232,0.3750919,0.2914753
628000,0.3958415,0.4260985,0.4177307,,628000,0.3251935,0.3024377,0.3927466,,628000,0.2147314,0.3990072,0.3036745
629000,0.4108849,0.4282446,0.408897,,629000,0.3193699,0.3045434,0.3838599,,629000,0.2404876,0.3864407,0.2945716
630000,0.4057502,0.4370797,0.4160419,,630000,0.3108577,0.2924203,0.4009654,,630000,0.2082015,0.3784479,0.3055284
631000,0.3892965,0.437206,0.4179689,,631000,0.3113309,0.2958268,0.4031563,,631000,0.2003402,0.3858377,0.29208
632000,0.3961771,0.4236977,0.4299938,,632000,0.3174006,0.2765959,0.403321,,632000,0.2162093,0.3881182,0.2964391
633000,0.3859132,0.4216036,0.4064588,,633000,0.3110854,0.2849074,0.4148173,,633000,0.2337796,0.3777101,0.3130017
634000,0.4147609,0.4514406,0.4211717,,634000,0.3136881,0.2664141,0.4084986,,634000,0.2175034,0.3831601,0.2920666
635000,0.4041919,0.4311569,0.4332519,,635000,0.3219975,0.2800096,0.4203427,,635000,0.2543035,0.3911968,0.2990187
636000,0.4058204,0.4438184,0.4004862,,636000,0.3291385,0.2736139,0.3856338,,636000,0.2577887,0.3731306,0.2834142
637000,0.4035433,0.435945,0.4006978,,637000,0.332749,0.2628603,0.3799184,,637000,0.2483327,0.3839078,0.2906454
638000,0.3903866,0.4434591,0.396211,,638000,0.318963,0.268498,0.3888171,,638000,0.2474408,0.392275,0.2947653
639000,0.4050489,0.4245877,0.4453925,,639000,0.3094586,0.2624564,0.4331695,,639000,0.2604333,0.3836206,0.2911848
640000,0.4058753,0.4419996,0.4389024,,640000,0.3221964,0.2892354,0.4241649,,640000,0.2317932,0.39114,0.2933524
