,FRAME        , VOLUME (A^3) , SURF. A. (A^2),Time
548,548,67.625,51.75,0.5470000000000004
549,549,62.375,39.375,0.5480000000000004
550,550,93.0,49.125,0.5490000000000004
551,551,64.0,56.0,0.5500000000000004
552,552,46.375,38.0,0.5510000000000004
553,553,58.125,42.125,0.5520000000000004
554,554,60.0,53.25,0.5530000000000004
555,555,45.875,39.375,0.5540000000000004
556,556,65.875,35.875,0.5550000000000004
557,557,74.625,45.625,0.5560000000000004
558,558,66.5,37.0,0.5570000000000004
559,559,93.875,58.875,0.5580000000000004
560,560,66.75,35.875,0.5590000000000004
561,561,70.5,47.25,0.5600000000000004
562,562,69.25,43.125,0.5610000000000004
563,563,59.0,43.25,0.5620000000000004
564,564,74.375,47.375,0.5630000000000004
565,565,64.375,45.125,0.5640000000000004
566,566,67.375,42.0,0.5650000000000004
567,567,80.125,56.5,0.5660000000000004
568,568,57.25,44.75,0.5670000000000004
569,569,106.75,71.375,0.5680000000000004
570,570,93.625,56.25,0.5690000000000004
571,571,92.375,49.0,0.5700000000000004
572,572,92.625,46.375,0.5710000000000004
573,573,95.375,52.625,0.5720000000000004
574,574,86.625,54.0,0.5730000000000004
575,575,106.5,50.75,0.5740000000000004
576,576,81.0,42.625,0.5750000000000004
577,577,94.625,53.875,0.5760000000000004
578,578,85.25,51.125,0.5770000000000004
579,579,56.0,37.75,0.5780000000000004
580,580,97.25,56.375,0.5790000000000004
581,581,69.25,49.0,0.5800000000000004
582,582,79.75,59.375,0.5810000000000004
583,583,84.875,66.375,0.5820000000000004
584,584,55.25,43.0,0.5830000000000004
585,585,66.625,46.25,0.5840000000000004
586,586,39.375,32.875,0.5850000000000004
587,587,97.125,46.0,0.5860000000000004
588,588,79.5,41.5,0.5870000000000004
589,589,77.25,42.75,0.5880000000000004
590,590,106.375,59.125,0.5890000000000004
591,591,68.25,46.875,0.5900000000000004
592,592,79.625,49.125,0.5910000000000004
593,593,93.125,57.875,0.5920000000000004
594,594,83.0,55.75,0.5930000000000004
595,595,77.0,51.125,0.5940000000000004
596,596,84.875,53.125,0.5950000000000004
597,597,65.5,46.0,0.5960000000000004
598,598,101.375,58.25,0.5970000000000004
599,599,75.75,55.25,0.5980000000000004
600,600,49.75,42.125,0.5990000000000004
601,601,99.875,48.75,0.6000000000000004
602,602,88.75,46.5,0.6010000000000004
603,603,62.125,36.125,0.6020000000000004
604,604,72.5,53.5,0.6030000000000004
605,605,64.375,39.25,0.6040000000000004
606,606,92.75,61.125,0.6050000000000004
607,607,55.25,45.0,0.6060000000000004
608,608,88.875,58.125,0.6070000000000004
609,609,71.125,52.0,0.6080000000000004
610,610,60.625,33.5,0.6090000000000004
611,611,79.125,44.0,0.6100000000000004
612,612,97.75,61.375,0.6110000000000004
613,613,69.375,46.5,0.6120000000000004
614,614,45.0,28.125,0.6130000000000004
615,615,62.0,44.375,0.6140000000000004
616,616,76.875,49.5,0.6150000000000004
617,617,55.625,41.5,0.6160000000000004
618,618,53.0,40.125,0.6170000000000004
619,619,73.0,43.875,0.6180000000000004
620,620,99.5,56.25,0.6190000000000004
621,621,89.0,52.375,0.6200000000000004
622,622,82.125,57.375,0.6210000000000004
623,623,55.375,42.75,0.6220000000000004
624,624,62.25,34.25,0.6230000000000004
625,625,48.25,31.25,0.6240000000000004
626,626,43.875,34.625,0.6250000000000004
627,627,81.5,45.75,0.6260000000000004
628,628,77.375,51.375,0.6270000000000004
629,629,69.625,48.875,0.6280000000000004
630,630,75.25,45.375,0.6290000000000004
631,631,60.625,49.875,0.6300000000000004
632,632,98.875,57.125,0.6310000000000004
633,633,90.5,48.25,0.6320000000000005
634,634,85.25,52.125,0.6330000000000005
635,635,71.25,42.0,0.6340000000000005
636,636,74.25,51.75,0.6350000000000005
637,637,94.0,40.375,0.6360000000000005
638,638,64.625,46.0,0.6370000000000005
639,639,90.25,54.125,0.6380000000000005
640,640,91.0,62.625,0.6390000000000005
641,641,68.25,42.875,0.6400000000000005
642,642,95.0,49.0,0.6410000000000005
643,643,82.125,56.875,0.6420000000000005
644,644,81.0,39.75,0.6430000000000005
645,645,81.5,71.0,0.6440000000000005
646,646,92.125,47.5,0.6450000000000005
647,647,74.625,44.0,0.6460000000000005
648,648,70.5,45.0,0.6470000000000005
649,649,72.875,38.875,0.6480000000000005
650,650,68.125,41.125,0.6490000000000005
651,651,38.875,35.25,0.6500000000000005
652,652,25.25,37.875,0.6510000000000005
653,653,77.5,49.625,0.6520000000000005
654,654,61.125,45.625,0.6530000000000005
655,655,61.25,42.0,0.6540000000000005
656,656,111.5,60.0,0.6550000000000005
657,657,58.125,42.625,0.6560000000000005
658,658,102.25,49.25,0.6570000000000005
659,659,119.0,66.625,0.6580000000000005
660,660,113.375,62.25,0.6590000000000005
661,661,98.75,58.875,0.6600000000000005
